Date,SMP,Temperature,Wind Speed,Visibility,Cloud Cover,PhuTai,GiaBien
1/1/2017 0:00,1,19,9.2,4,89.1,23872,130
1/1/2017 0:30,1,18,9.4,4,88,23872,129
1/1/2017 1:00,1,18.4,7.3,6.7,94.3,23568,127
1/1/2017 1:30,1,19,11,3,88,23568,126
1/1/2017 2:00,1,18,9.2,4,89.1,23165,126
1/1/2017 2:30,1,18,9.4,4,88,23165,126
1/1/2017 3:00,1,18,9.3,3,89.1,23430,125
1/1/2017 3:30,1,19,7.4,4,88,23430,125
1/1/2017 4:00,1,18,7.3,7.2,94.3,23579,125
1/1/2017 4:30,1,18,9.3,5,88,23579,125
1/1/2017 5:00,1,18,9.4,4,89.1,23774,125
1/1/2017 5:30,1,18,12.9,5,88,23774,124
1/1/2017 6:00,1,19,7.6,4,89.1,24270,959
1/1/2017 6:30,1,18,7.6,3,88,24270,960
1/1/2017 7:00,1,17.9,5.5,6.3,94.3,25719,1093
1/1/2017 7:30,1,18.1,7.6,3.1,88,25719,965
1/1/2017 8:00,1,19,9.3,5,71,26970,999
1/1/2017 8:30,1,19,12.6,4.1,50,26970,1055
1/1/2017 9:00,1,19.1,14.6,6,71,28928,1004
1/1/2017 9:30,1,19.1,14.5,5.1,50,28928,1183
1/1/2017 10:00,1,19.3,8.8,7.2,76.3,29243,1206
1/1/2017 10:30,1,19.1,14.4,4,50,29243,1142
1/1/2017 11:00,1,19.1,14.6,4,71,27080,1177
1/1/2017 11:30,1,19.1,14.7,4.1,50,27080,1120
1/1/2017 12:00,1,19.1,18.2,5,71,27363,129
1/1/2017 12:30,1,20.1,13,5.1,50,27363,130
1/1/2017 13:00,1,19.6,8.1,7.7,76.3,28408,965
1/1/2017 13:30,1,20.1,9.6,2.2,49.1,28408,1054
1/1/2017 14:00,1,20.1,9.4,1.1,70.6,29516,1100
1/1/2017 14:30,1,20.1,13.1,2.2,49.1,29516,1142
1/1/2017 15:00,1,20.1,14.7,3.1,71,29791,140
1/1/2017 15:30,1,20,14.6,4.9,49.1,29791,142
1/1/2017 16:00,1,19.5,9.6,7.1,75.8,31482,1154
1/1/2017 16:30,1,20,11.2,3.1,49.1,31482,1780
1/1/2017 17:00,1,19.1,12.9,3,70.6,33600,1785
1/1/2017 17:30,1,20,9.5,3.1,49.1,33600,1789
1/1/2017 18:00,1,20,7.7,3.1,70.6,29917,1680
1/1/2017 18:30,1,20,11.1,3.1,49.1,29917,1776
1/1/2017 19:00,1,18.9,6.3,7.2,75.8,28256,1247
1/1/2017 19:30,1,19.1,11,4.1,49.1,28256,143
1/1/2017 20:00,1,19.1,9.3,4,70.6,27761,141
1/1/2017 20:30,1,19.1,9.3,5,85.8,27761,140
1/1/2017 21:00,1,20,7.5,5,88,26268,137
1/1/2017 21:30,1,19.1,7.6,9.9,85.8,26268,134
1/1/2017 22:00,1,18.9,5.5,7.6,93.2,24461,1239
1/1/2017 22:30,1,20,7.8,7.9,85.8,24461,1229
1/1/2017 23:00,1,19.1,5.6,9.9,88,23469,1226
1/1/2017 23:30,1,19.1,5.5,7,85.8,23469,1175
1/2/2017 0:00,1,20.1,7.7,7,88,23872,130
1/2/2017 0:30,1,19.1,3.9,6,85.8,23872,129
1/2/2017 1:00,1,19.1,3.8,8.6,93.2,23568,127
1/2/2017 1:30,1,19.1,5.5,7,85.8,23568,126
